,AR,ARMA,ELM,AR+ELM,ARMA+ELM,MLP,AR+MLP,ARMA+MLP,ESN,AR+ESN,ARMA+ESN,RBF,AR+RBF,ARMA+RBF,Ensemble - Mediana (ML),Ensemble - Mediana (RNAs),Ensemble - Mediana (RNAs sem RBF),Ensemble - Mediana (MU),Ensemble - Mediana (MU sem RBF),Ensemble - Mediana (todos),Ensemble - Média (ML),Ensemble - Média (RNAs),Ensemble - Média (RNAs sem RBF),Ensemble - Média (MU),Ensemble - Média (MU sem RBF),Ensemble - Média (todos)
10,0.504559596,0.492777649,0.509165641,1.945935038,6.395977287,0.74104272,1.3589187,1.623124761,0.504489847,0.942674332,0.786215581,2.158466915,1.820675986,1.767710869,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
11,0.504559596,0.492777649,0.514238384,2.18413517,4.926307097,0.749302995,1.374312672,1.619087177,0.506649758,1.614416777,1.353254642,1.255678509,1.516948562,1.753571116,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
12,0.504559596,0.492777649,0.511961944,1.981570376,2.480017593,0.754718906,1.36493919,1.62552159,0.519723975,0.674927229,1.726382562,2.264589328,2.05517065,1.821681569,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
13,0.504559596,0.492777649,0.51034857,2.015714541,3.854605801,0.774327539,1.385042397,1.621350583,0.50081109,1.156686847,1.510965972,1.647386306,1.594728617,1.663031478,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
14,0.504559596,0.492777649,0.509456375,2.328533845,17.52374657,0.765107834,1.377878,1.618349738,0.528388811,1.32618621,0.818635578,2.206326796,1.565407123,1.604787367,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
15,0.504559596,0.492777649,0.510251194,1.704661207,3.949972923,0.773279748,1.362640408,1.622913406,0.502861411,1.763354251,2.047510276,1.386450258,1.80762455,1.699043805,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
16,0.504559596,0.492777649,0.512957363,2.187894528,4.235739625,0.7355258,1.36171874,1.6236803,0.539059789,1.723096107,1.645428109,2.005919947,1.837989009,1.602628252,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
17,0.504559596,0.492777649,0.509869715,2.107962065,3.888036151,0.714676736,1.366194399,1.625303299,0.507428696,1.102144654,1.927426658,1.449773702,1.60284954,1.629333089,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
18,0.504559596,0.492777649,0.510776688,2.38344579,2.529937649,0.728575302,1.372286446,1.623389015,0.506380956,1.178041787,1.295091539,1.748695338,1.562447338,1.782994484,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
19,0.504559596,0.492777649,0.509443936,2.160677863,8.125738404,0.78408458,1.365869429,1.622495658,0.505322118,0.658440166,1.515797433,1.944679304,1.865378653,1.708128292,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
20,0.504559596,0.492777649,0.513285844,2.191223563,3.467148527,0.699348589,1.367680569,1.620267299,0.505022633,0.901795724,0.657379042,1.898635723,1.601616403,1.814627796,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
21,0.504559596,0.492777649,0.513150778,2.52486207,5.213326503,0.805131478,1.350974522,1.619932308,0.50643757,1.471845956,1.489489216,1.693680243,1.6483633,1.704074294,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
22,0.504559596,0.492777649,0.51210716,2.567201393,7.195194125,0.759151051,1.356892298,1.619252921,0.505741235,0.685635867,0.879642607,1.727858076,1.701206201,1.722348319,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
23,0.504559596,0.492777649,0.512850324,1.976177368,4.443100314,0.758728746,1.414343858,1.625201188,0.501748333,1.562962763,1.650997661,1.589793611,1.649174958,1.698822195,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
24,0.504559596,0.492777649,0.515342368,1.260914232,3.720118025,0.806734506,1.363495706,1.622716058,0.50349498,1.229873594,1.285762971,2.036440798,1.630885115,1.761134456,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
25,0.504559596,0.492777649,0.51205067,1.84249656,4.511826164,0.77705361,1.362716487,1.620201856,0.511048399,1.139911902,1.668956767,1.632866984,1.816695548,1.65421709,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
26,0.504559596,0.492777649,0.509687184,2.166334842,10.09630652,0.713772282,1.356253823,1.620899441,0.515555449,1.001041485,1.593161004,2.063312418,1.71076921,1.668669067,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
27,0.504559596,0.492777649,0.514495943,2.048255295,5.124671412,0.814462213,1.351487929,1.622255828,0.510963457,1.473164356,2.331957962,2.011557866,1.804250785,1.619826576,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
28,0.504559596,0.492777649,0.512155529,2.215058133,3.780474393,0.743149043,1.387030558,1.623555679,0.510285455,1.104489602,1.183888339,1.388394938,1.855753838,1.751674598,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
29,0.504559596,0.492777649,0.511426086,2.287215213,2.419505479,0.706610238,1.371110256,1.622015425,0.523856054,1.351445075,1.594578065,1.215720621,1.61330611,1.825307007,0.4988047444390504,0.5575559965306225,0.5071377322000119,0.503504962785197,0.5016687380790109,0.8599422403844963,0.4988047444390504,0.5990144324849866,0.5990144324849866,0.5471918981185414,0.5100194620527548,0.8222294383805177
